시설명,소재지도로명주소,소재지지번주소,위도,경도,업종명,전문처리분야명,처리폐기물정보,영업구역,시설·장비명,허가일자,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,91-99-00,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-30-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-29-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-28-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-20-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-07-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-05-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-04-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
가람자원,경상남도 창원시 마산합포구 문화동14길 135 (월남동2가),,35.18613198,128.5626429,폐기물수집및운반업,,51-03-01,,,2020-01-08,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
월드자원,"경상남도 창원시 마산합포구 동서남2길 47, 용마철강 (신포동2가)",,35.20075492,128.5695372,폐기물수집및운반업,,51-03-01,,,2016-10-05,,경상남도 창원시 마산합포구청,2025-02-13,5670000,경상남도 창원시
창원철강건설,경상남도 창원시 성산구 비음로 3-10 (사파동),,35.22929843,128.6968289,폐기물수집및운반업,,51-99-00,,,2021-04-20,055-263-6885,경상남도 창원시 성산구청,2025-02-13,5670000,경상남도 창원시
주일환경,"경상남도 창원시 성산구 가음로13번길 15, 우성상가 지하B-2 (남양동)",,35.21217352,128.6992176,폐기물수집및운반업,,51-28-02,,,2020-12-23,,경상남도 창원시 성산구청,2025-02-13,5670000,경상남도 창원시
주일환경,"경상남도 창원시 성산구 가음로13번길 15, 우성상가 지하B-2 (남양동)",,35.21217352,128.6992176,폐기물수집및운반업,,51-20-06,,,2020-12-23,,경상남도 창원시 성산구청,2025-02-13,5670000,경상남도 창원시
주일환경,"경상남도 창원시 성산구 가음로13번길 15, 우성상가 지하B-2 (남양동)",,35.21217352,128.6992176,폐기물수집및운반업,,51-03-02,,,2020-12-23,,경상남도 창원시 성산구청,2025-02-13,5670000,경상남도 창원시
주일환경,"경상남도 창원시 성산구 가음로13번길 15, 우성상가 지하B-2 (남양동)",,35.21217352,128.6992176,폐기물수집및운반업,,51-03-01,,,2020-12-23,,경상남도 창원시 성산구청,2025-02-13,5670000,경상남도 창원시
시온환경,"경상남도 창원시 성산구 중앙대로 37, 경남오피스텔 916호 (중앙동)",,35.21928472,128.6752165,폐기물수집및운반업,,51-03-00,,,2016-01-22,055-297-0736,경상남도 창원시 성산구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-05-99,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-05-03,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-05-02,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-05-01,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-04-99,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-04-03,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-04-02,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-04-01,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-99,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-19,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-07,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-06,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-05,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-04,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-03,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-02,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
주식회사 담아산업개발,"경상남도 창원시 의창구 남산로9번길 38, 동원식육유통 (팔용동)",,35.2610378,128.6149825,폐기물수집및운반업,,51-02-01,,,2022-04-21,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-29-99,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-29-04,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-29-03,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-29-02,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-29-01,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-28-02,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-28-01,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-20-99,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-20-10,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-20-07,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-20-06,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-20-04,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-20-03,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-15-02,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-15-01,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-05-99,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-04-99,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-03-99,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-03-02,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
서혜환경,경상남도 창원시 의창구 북면 동전로 197-3,,35.31231301,128.5983411,폐기물수집및운반업,,51-03-01,,,2022-05-02,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
선우산업,경상남도 창원시 의창구 창이대로309번길 36 (봉곡동),,35.24932151,128.6700287,폐기물수집및운반업,,51-03-01,,,2021-12-16,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
(주)제일특운,"경상남도 창원시 의창구 하남천서길9번길 20-10, 102호 (도계동, 우성빌라)",,35.26122236,128.6379675,폐기물수집및운반업,,51-02-99,,,2021-10-07,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
(주)제일특운,"경상남도 창원시 의창구 하남천서길9번길 20-10, 102호 (도계동, 우성빌라)",,35.26122236,128.6379675,폐기물수집및운반업,,51-02-01,,,2021-10-07,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-99,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-13,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-08,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-07,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-06,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-05,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-04,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
미래산업,경상남도 창원시 의창구 북면 백월로277번길 16,,35.31884182,128.6373894,폐기물수집및운반업,,51-20-03,,,2021-06-14,,경상남도 창원시 의창구청,2025-02-13,5670000,경상남도 창원시
